1.821637521590451E-11	39.69441017707464	1.6357733053986274E-11	43.46171997743288
2.4504082824539267E-11	39.26200188718642	2.2003897088517485E-11	42.99933093794599
6.720599174083243E-11	37.78799827831049	6.03488706998703E-11	41.422671574896036
1.7322269717727933E-10	36.400660568074954	1.5554854386417742E-10	39.93804031481966
4.217585106153871E-10	35.09287257848672	3.787259017298836E-10	38.5379049719327
9.745093587056847E-10	33.85826545916255	8.7507881010275E-10	37.21552288895533
2.14569310618525E-09	32.691122752499325	1.9267650468745667E-09	35.964840767751035
4.5188269777253406E-09	31.58629951749157	4.05776476069981E-09	34.78040932021344
9.133133258859298E-09	30.539153147504127	8.201266938357034E-09	33.657310248352275
1.7769297824959507E-08	29.54548396049576	1.595627159258829E-08	32.59109352913896
3.337140766098101E-08	28.601483992175254	2.996647640840631E-08	31.57772335030354
6.064860548748828E-08	27.703692703725178	5.4460543708755636E-08	30.613531339356403
1.0690555724206547E-07	26.848958541528887	9.599783418089442E-08	29.695175965925127
1.831544300745279E-07	26.03440546862211	1.6446692820635124E-07	28.81960718950526
3.055619808124116E-07	25.2574037354768	2.743850658726411E-07	27.98403558051617
4.972829655426864E-07	24.51554427826913	4.46544491219079E-07	27.185905269555484
7.907250403220981E-07	23.80661623148555	7.100462619697512E-07	26.422870183747573
1.2302805585967835E-06	23.12858712288615	1.1047533178535292E-06	25.69277311461475
1.8755474199083414E-06	22.4795853858663	1.6841827016259113E-06	24.993627232535218
2.8050449218871565E-06	21.857884879818293	2.5188422775025483E-06	24.32359972141626
4.120412202843201E-06	21.261891155330137	3.700000800798719E-06	23.680997255949695
5.951057311574421E-06	20.69012923967458	5.343862636663087E-06	23.064253084528488
8.459205284063777E-06	20.14123275040532	7.5961007744709355E-06	22.471915515027767
1.1845274938743284E-05	19.61393417209471	1.0636685021170677E-05	21.90263762935341
1.635349744977266E-05	19.107056154208948	1.4684927303697054E-05	21.35516807687724
2.2277676007878836E-05	18.619503707549992	2.0004653663584642E-05	20.828342817374565
2.9966975722608274E-05	18.15025719318923	2.6909403407420634E-05	20.321077701479563
3.9831626821280704E-05	17.69836601186131	3.576755040045751E-05	19.832361791489266
5.234842237891849E-05	17.262942913775394	4.700723985549236E-05	19.361251337995437
6.806589425310204E-05	16.84315885906374	6.112103615987232E-05	18.906864338652277
8.760905736543569E-05	16.438238367895593	7.867018309130768E-05	18.46837561468278
0.00011168362255178853	16.047455306862858	0.00010028838682512866	18.045012348724565
0.0001410795913398659	15.670129064780852	0.00012668504393168937	17.636050034515378
0.00017667416155113644	15.305621076698742	0.00015864785051567884	17.240808794884018
0.00021943388985848366	14.953331659811765	0.0001970447441250003	16.85865002968228
0.0002704160756439574	14.612697129220019	0.00024282514641158688	16.48897335978387
0.0003307693490007384	14.283187165180614	0.0002970204911387055	16.131213837184788
0.0004017334638730718	13.964302406728176	0.000360744038427112	15.78483939464872
0.00048463831456764186	13.655572249360093	0.000435189991613141	15.449348511320686
0.0005809022097322528	13.356552826953203	0.0005216319473357486	15.124268073341483
